datetime;id;devicetype;co2;temp;light;moist;movement;noise
2014-11-30T12:42:52;SH8/2I2kXiBIBd;device;698;24.12;38;30;0;62.65
2014-11-30T12:43:52;SH8/2I2kXiBIBd;device;699;24.12;38;30;0;60.3
2014-11-30T12:44:52;SH8/2I2kXiBIBd;device;699;24.13;38;30;0;61.71
2014-11-30T12:45:53;SH8/2I2kXiBIBd;device;702;24.13;38;30;0;60.45
2014-11-30T12:46:53;SH8/2I2kXiBIBd;device;703;24.13;38;30;0;60.1
2014-11-30T12:47:53;SH8/2I2kXiBIBd;device;703;24.13;38;30;0;60.02
2014-11-30T12:48:53;SH8/2I2kXiBIBd;device;703;24.14;38;30;0;61.64
2014-11-30T12:49:54;SH8/2I2kXiBIBd;device;703;24.14;38;30;0;61.36
2014-11-30T12:50:54;SH8/2I2kXiBIBd;device;703;24.14;38;30;0;63.04
2014-11-30T12:51:54;SH8/2I2kXiBIBd;device;705;-40;38;0;0;64.16
2014-11-30T12:52:55;SH8/2I2kXiBIBd;device;705;24.14;38;30;0;65.18
2014-11-30T12:53:55;SH8/2I2kXiBIBd;device;705;24.16;38;30;0;63.42
2014-11-30T12:54:55;SH8/2I2kXiBIBd;device;706;24.16;38;30;0;63.22
2014-11-30T12:55:56;SH8/2I2kXiBIBd;device;707;24.16;38;30;0;61.83
2014-11-30T12:56:56;SH8/2I2kXiBIBd;device;709;24.17;38;30;0;62.68
2014-11-30T12:57:56;SH8/2I2kXiBIBd;device;709;24.17;38;30;0;63.22
2014-11-30T12:58:56;SH8/2I2kXiBIBd;device;710;24.17;38;30;0;62.59
2014-11-30T12:59:57;SH8/2I2kXiBIBd;device;714;24.17;38;30;0;61.71
2014-11-30T13:00:57;SH8/2I2kXiBIBd;device;714;24.17;38;30;0;61.05
2014-11-30T13:01:57;SH8/2I2kXiBIBd;device;714;24.19;38;30;0;62.24
2014-11-30T13:02:58;SH8/2I2kXiBIBd;device;715;24.19;38;30;0;62.7
2014-11-30T13:03:58;SH8/2I2kXiBIBd;device;716;24.17;38;30;0;63.2
2014-11-30T13:04:58;SH8/2I2kXiBIBd;device;718;24.19;38;30;0;66.92
2014-11-30T13:05:59;SH8/2I2kXiBIBd;device;722;24.2;38;30;0;63.55
2014-11-30T13:06:59;SH8/2I2kXiBIBd;device;724;24.2;38;30;0;65.68
2014-11-30T13:07:59;SH8/2I2kXiBIBd;device;726;24.2;38;30;0;63.12
2014-11-30T13:08:59;SH8/2I2kXiBIBd;device;0;24.2;38;30;0;63.94
2014-11-30T13:10:00;SH8/2I2kXiBIBd;device;732;24.2;38;30;0;63.48
2014-11-30T13:11:00;SH8/2I2kXiBIBd;device;733;24.2;38;30;0;62.15
2014-11-30T13:12:00;SH8/2I2kXiBIBd;device;732;24.22;38;30;0;62.66
2014-11-30T13:13:01;SH8/2I2kXiBIBd;device;733;24.2;38;30;0;63.6
2014-11-30T13:14:01;SH8/2I2kXiBIBd;device;734;24.23;38;31;0;61.64
2014-11-30T13:15:01;SH8/2I2kXiBIBd;device;734;24.22;38;31;1;65.68
2014-11-30T13:16:02;SH8/2I2kXiBIBd;device;734;24.22;38;31;0;60.26
2014-11-30T13:17:02;SH8/2I2kXiBIBd;device;734;24.23;38;31;0;60.04
2014-11-30T13:18:02;SH8/2I2kXiBIBd;device;735;24.23;38;31;1;63.31
2014-11-30T13:19:03;SH8/2I2kXiBIBd;device;736;24.23;38;30;0;60.02
2014-11-30T13:20:03;SH8/2I2kXiBIBd;device;736;24.23;37;30;1;66.45
2014-11-30T13:21:03;SH8/2I2kXiBIBd;device;737;24.23;38;30;1;60.2
2014-11-30T13:22:03;SH8/2I2kXiBIBd;device;737;24.23;38;30;0;60.02
2014-11-30T13:23:04;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;60.65
2014-11-30T13:24:04;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;60.2
2014-11-30T13:25:04;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;60.02
2014-11-30T13:26:05;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;60.02
2014-11-30T13:27:05;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;62.12
2014-11-30T13:28:05;SH8/2I2kXiBIBd;device;738;24.24;38;30;0;62.59
2014-11-30T13:29:06;SH8/2I2kXiBIBd;device;739;24.24;38;30;0;60.84
2014-11-30T13:30:06;SH8/2I2kXiBIBd;device;739;24.26;38;30;0;62.54
2014-11-30T13:31:06;SH8/2I2kXiBIBd;device;740;24.24;38;30;0;62.97
2014-11-30T13:32:06;SH8/2I2kXiBIBd;device;740;24.24;38;30;0;61.2
2014-11-30T13:33:07;SH8/2I2kXiBIBd;device;740;24.26;38;30;0;60.43
2014-11-30T13:34:07;SH8/2I2kXiBIBd;device;739;24.26;38;30;0;63.17
2014-11-30T13:35:07;SH8/2I2kXiBIBd;device;740;24.26;38;30;0;60.48
2014-11-30T13:36:08;SH8/2I2kXiBIBd;device;740;24.24;38;30;0;60.07
2014-11-30T13:37:08;SH8/2I2kXiBIBd;device;740;24.24;38;30;0;60.02
2014-11-30T13:38:08;SH8/2I2kXiBIBd;device;741;24.26;38;30;0;60.13
2014-11-30T13:39:09;SH8/2I2kXiBIBd;device;742;24.26;38;30;0;60.02
2014-11-30T13:40:09;SH8/2I2kXiBIBd;device;742;24.26;38;30;0;60.16
2014-11-30T13:41:09;SH8/2I2kXiBIBd;device;743;24.26;38;30;0;60.02
2014-11-30T13:42:09;SH8/2I2kXiBIBd;device;744;24.27;37;30;1;67.63
2014-11-30T13:43:10;SH8/2I2kXiBIBd;device;745;24.26;37;30;0;60.95
2014-11-30T13:44:10;SH8/2I2kXiBIBd;device;747;24.26;37;30;0;60.49
2014-11-30T13:45:10;SH8/2I2kXiBIBd;device;749;24.26;37;30;1;61.75
2014-11-30T13:46:11;SH8/2I2kXiBIBd;device;751;24.26;37;30;0;60.1
2014-11-30T13:47:11;SH8/2I2kXiBIBd;device;752;24.26;37;30;0;60.45
2014-11-30T13:48:11;SH8/2I2kXiBIBd;device;752;24.26;37;30;1;60.42
2014-11-30T13:49:12;SH8/2I2kXiBIBd;device;752;24.26;37;30;0;60.17
2014-11-30T13:50:12;SH8/2I2kXiBIBd;device;753;24.26;37;30;0;60.07
2014-11-30T13:51:12;SH8/2I2kXiBIBd;device;752;24.24;37;30;0;60.74
2014-11-30T13:52:12;SH8/2I2kXiBIBd;device;751;24.24;37;30;0;60.82
2014-11-30T13:53:13;SH8/2I2kXiBIBd;device;750;24.24;37;30;0;60.08
2014-11-30T13:54:13;SH8/2I2kXiBIBd;device;749;24.23;37;30;0;60.23
2014-11-30T13:55:13;SH8/2I2kXiBIBd;device;747;24.22;37;30;0;60.05
2014-11-30T13:56:14;SH8/2I2kXiBIBd;device;745;24.22;37;30;0;60.05
2014-11-30T13:57:14;SH8/2I2kXiBIBd;device;742;24.22;37;30;0;60.05
2014-11-30T13:58:14;SH8/2I2kXiBIBd;device;739;24.22;37;30;0;60.13
2014-11-30T13:59:15;SH8/2I2kXiBIBd;device;737;24.2;37;30;0;60.27
2014-11-30T14:00:15;SH8/2I2kXiBIBd;device;735;24.2;37;30;0;60.23
2014-11-30T14:01:15;SH8/2I2kXiBIBd;device;729;24.2;37;30;0;60.21
2014-11-30T14:02:15;SH8/2I2kXiBIBd;device;721;24.2;37;30;0;60.19
2014-11-30T14:03:16;SH8/2I2kXiBIBd;device;716;24.2;37;30;0;60.45
